Mês-ano;Mês-ano nota;VOLUME;UF;Categoria agrupada;Cód Rep.;CANAL VENDA;Cliente
01/10/2023;01/11/2023;2;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;2;SP;PINHO;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;30;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;1;SP;ALVEJANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;1;SP;ALVEJANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;4;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;4;SP;DESINFETANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;PINHO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;PINHO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;DESENGORDURANTE;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;15;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/12/2023;01/12/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000000707.0
01/10/2023;01/11/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;30;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;5;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;5;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;TIRA MANCHAS;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;TIRA MANCHAS;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;DESINFETANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;DESINFETANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;2;SP;PINHO;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;PINHO;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;DESENGORDURANTE;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;ALVEJANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;ALVEJANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;12;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;AMACIANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;DESINFETANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;DESINFETANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;PINHO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;PINHO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;LAVA ROUPAS;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;1;SP;DESENGORDURANTE;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000000880.0
01/10/2023;01/11/2023;70;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;80;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;90;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;10;SP;TIRA MANCHAS;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;5;SP;TIRA MANCHAS;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;40;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;4;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;4;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;3;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;3;SP;DESINFETANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;2;SP;DESINFETANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;5;SP;PINHO;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;3;SP;PINHO;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;6;SP;DESENGORDURANTE;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000000960.0
01/11/2023;01/11/2023;70;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/11/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/11/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;150;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;110;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;5;SP;ALVEJANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;8;SP;ALVEJANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;15;SP;ALVEJANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;20;SP;TIRA MANCHAS;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;5;SP;TIRA MANCHAS;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;35;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;40;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;4;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;5;SP;DESINFETANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;5;SP;DESINFETANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;10;SP;PINHO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;5;SP;PINHO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;8;SP;DESENGORDURANTE;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/12/2023;01/12/2023;250;SP;AGUA SANITARIA;705.0;VAREJO;50052000000960.0
01/10/2023;01/11/2023;30;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;40;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;15;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;15;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;LAVA ROUPAS;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;3;SP;DESENGORDURANTE;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;30;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;35;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;80;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;80;SP;AGUA SANITARIA;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;2;SP;ALVEJANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;3;SP;ALVEJANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;3;SP;ALVEJANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;5;SP;TIRA MANCHAS;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;5;SP;TIRA MANCHAS;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;50;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;5;SP;PINHO;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;3;SP;DESENGORDURANTE;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001002.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000001002.0
01/10/2023;01/11/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;75;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;15;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;60;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;40;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;35;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;8;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;2;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;14;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;6;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;6;SP;PINHO;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;6;SP;DESENGORDURANTE;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;60;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;40;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;35;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/11/2023;01/11/2023;75;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;65;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;40;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;1;SP;ALVEJANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;1;SP;ALVEJANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;15;SP;ALVEJANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;10;SP;TIRA MANCHAS;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;4;SP;TIRA MANCHAS;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;30;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;2;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;3;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;5;SP;DESINFETANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;3;SP;PINHO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;3;SP;PINHO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;1;SP;LAVA ROUPAS;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;10;SP;DESENGORDURANTE;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;2;SP;MULTIUSO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;15;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/12/2023;01/12/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000001185.0
01/10/2023;01/11/2023;5;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;5;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;15;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;5;SP;TIRA MANCHAS;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;TIRA MANCHAS;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;4;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;DESINFETANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;DESINFETANTE;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;PINHO;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;3;SP;PINHO;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;10;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;ALVEJANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;ALVEJANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;4;SP;ALVEJANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;TIRA MANCHAS;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;1;SP;TIRA MANCHAS;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;6;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;4;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;2;SP;AMACIANTE;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;1;SP;LAVA ROUPAS;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;60;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/12/2023;01/12/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000001690.0
01/10/2023;01/11/2023;20;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;140;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;30;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;100;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;25;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;15;SP;TIRA MANCHAS;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;8;SP;TIRA MANCHAS;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;45;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;3;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;5;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;2;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;2;SP;DESINFETANTE;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;10;SP;DESENGORDURANTE;705.0;VAREJO;50052000002742.0
01/10/2023;01/11/2023;1;SP;MULTIUSO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;150;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;2;SP;ALVEJANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;5;SP;ALVEJANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;5;SP;ALVEJANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;20;SP;TIRA MANCHAS;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;10;SP;TIRA MANCHAS;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;20;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;45;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;7;SP;AMACIANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;2;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;1;SP;AMACIANTE CONCENTRADO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;2;SP;DESINFETANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;3;SP;DESINFETANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;7;SP;PINHO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;2;SP;LAVA ROUPAS;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;15;SP;DESENGORDURANTE;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;3;SP;MULTIUSO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;5;SP;MULTIUSO;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;70;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;150;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/12/2023;01/12/2023;260;SP;AGUA SANITARIA;705.0;VAREJO;50052000002742.0
01/10/2023;01/10/2023;210;SP;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;55584296000127.0
01/10/2023;01/10/2023;20;SP;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;55584296000127.0
01/10/2023;01/10/2023;5;SP;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;55584296000127.0
01/10/2023;01/10/2023;10;SP;PINHO;734.0;ATACADO DISTRIBUIDOR;55584296000127.0
